state_fips,district,income,filing_status,child_dep,avg_income_ALL,taxes_paid_ded,pre-tcja-tax,current-law-tax
12,23,0-30,0,1,11252,3955,-4468,-4725
12,23,0-30,0,2,11252,3955,-5534,-5609
12,23,30-75,0,0,41463,5216,3152,2622
12,23,30-75,0,1,41463,5216,859,-243
12,23,30-75,0,2,41463,5216,-1958,-3514
12,23,75-150,0,0,84652,7255,9009,7914
12,23,75-150,0,1,84652,7255,6889,5154
12,23,75-150,0,2,84652,7255,5150,3154
12,23,150-500,0,0,181152,12257,27450,25518
12,23,150-500,0,1,181152,12257,26027,23218
12,23,150-500,0,2,181152,12257,25089,21218
12,23,500-inf,0,0,1245937,67835,306865,292876
12,23,500-inf,0,1,1245937,67835,306067,292590
12,23,500-inf,0,2,1245937,67835,306067,292590
12,24,0-30,0,0,12940,3478,-46,-162
12,24,0-30,0,1,12940,3478,-4468,-4868
12,24,0-30,0,2,12940,3478,-6622,-6697
12,24,30-75,0,0,41675,11455,3177,2801
12,24,30-75,0,1,41675,11455,1036,12
12,24,30-75,0,2,41675,11455,-1625,-3096
12,24,75-150,0,0,82214,6187,9305,8201
12,24,75-150,0,1,82214,6187,6961,5155
12,24,75-150,0,2,82214,6187,5179,3155
12,24,150-500,0,0,174277,12019,26673,24645
12,24,150-500,0,1,174277,12019,24937,22105
12,24,150-500,0,2,174277,12019,24009,20105
12,24,500-inf,0,0,984619,56058,241354,227099
12,24,500-inf,0,1,984619,56058,240048,226616
12,24,500-inf,0,2,984619,56058,240048,226616
12,25,0-30,0,0,12379,3265,-161,-269
12,25,0-30,0,1,12379,3265,-4468,-4868
12,25,0-30,0,2,12379,3265,-6299,-6374
12,25,30-75,0,0,40774,5225,2996,2508
12,25,30-75,0,1,40774,5225,694,-370
12,25,30-75,0,2,40774,5225,-2132,-3664
12,25,75-150,0,0,78021,7278,7602,6707
12,25,75-150,0,1,78021,7278,5499,4091
12,25,75-150,0,2,78021,7278,3781,2091
12,25,150-500,0,0,153756,12143,20479,19309
12,25,150-500,0,1,153756,12143,19078,16972
12,25,150-500,0,2,153756,12143,18053,14972
12,25,500-inf,0,0,916757,54724,220832,203685
12,25,500-inf,0,1,916757,54724,219988,203199
12,25,500-inf,0,2,916757,54724,219988,203199
12,26,0-30,0,0,12181,3661,-180,-291
12,26,0-30,0,1,12181,3661,-4468,-4868
12,26,0-30,0,2,12181,3661,-6199,-6274
12,26,30-75,0,0,42195,5161,3229,2721
12,26,30-75,0,1,42195,5161,1051,-35
12,26,30-75,0,2,42195,5161,-1565,-3114
12,26,75-150,0,0,86108,8077,8966,7987
12,26,75-150,0,1,86108,8077,6972,5377
12,26,75-150,0,2,86108,8077,5256,3377
12,26,150-500,0,0,161397,11226,22506,20967
12,26,150-500,0,1,161397,11226,21120,18679
12,26,150-500,0,2,161397,11226,20113,16679
12,26,500-inf,0,0,1296835,101569,290959,279282
12,26,500-inf,0,1,1296835,101569,290412,278606
12,26,500-inf,0,2,1296835,101569,290412,278606
12,27,0-30,0,0,11625,4869,-282,-339
12,27,0-30,0,1,11625,4869,-4468,-4792
12,27,0-30,0,2,11625,4869,-5781,-5856
12,27,30-75,0,0,42154,5789,3383,2802
12,27,30-75,0,1,42154,5789,1141,-6
12,27,30-75,0,2,42154,5789,-1576,-3163
12,27,75-150,0,0,84820,8343,9645,8509
12,27,75-150,0,1,84820,8343,7277,5383
12,27,75-150,0,2,84820,8343,5483,3383
12,27,150-500,0,0,195515,14926,30883,28843
12,27,150-500,0,1,195515,14926,29378,26410
12,27,150-500,0,2,195515,14926,28574,24410
12,27,500-inf,0,0,1536467,92727,384386,379636
12,27,500-inf,0,1,1536467,92727,383378,379288
12,27,500-inf,0,2,1536467,92727,383378,379288
13,1,0-30,0,0,12920,4211,-92,-197
13,1,0-30,0,1,12920,4211,-4468,-4868
13,1,0-30,0,2,12920,4211,-6573,-6648
13,1,30-75,0,0,39984,4984,2714,2264
13,1,30-75,0,1,39984,4984,255,-763
13,1,30-75,0,2,39984,4984,-2622,-4129
13,1,75-150,0,0,79370,8309,7475,6680
13,1,75-150,0,1,79370,8309,5538,4237
13,1,75-150,0,2,79370,8309,3848,2237
13,1,150-500,0,0,154793,17158,18411,19003
13,1,150-500,0,1,154793,17158,17152,16850
13,1,150-500,0,2,154793,17158,16118,14850
13,1,500-inf,0,0,793678,114577,177681,162280
13,1,500-inf,0,1,793678,114577,177509,161962
13,1,500-inf,0,2,793678,114577,177509,161962
13,2,0-30,0,0,13147,2393,-35,-147
13,2,0-30,0,1,13147,2393,-4468,-4868
13,2,0-30,0,2,13147,2393,-6725,-6800
13,2,30-75,0,0,38440,4622,2563,2140
13,2,30-75,0,1,38440,4622,-126,-1125
13,2,30-75,0,2,38440,4622,-3076,-4558
13,2,75-150,0,0,75119,8156,6626,6040
13,2,75-150,0,1,75119,8156,4686,3636
13,2,75-150,0,2,75119,8156,2984,1636
13,2,150-500,0,0,151996,16522,17543,18133
13,2,150-500,0,1,151996,16522,16330,16004
13,2,150-500,0,2,151996,16522,15294,14004
13,2,500-inf,0,0,878585,72239,171018,155268
13,2,500-inf,0,1,878585,72239,170808,155071
13,2,500-inf,0,2,878585,72239,170808,155071
13,3,0-30,0,0,12692,4190,-118,-226
13,3,0-30,0,1,12692,4190,-4468,-4868
13,3,0-30,0,2,12692,4190,-6440,-6515
13,3,30-75,0,0,40173,4564,2621,2280
13,3,30-75,0,1,40173,4564,200,-720
13,3,30-75,0,2,40173,4564,-2669,-4077
13,3,75-150,0,0,81146,8444,7539,6850
13,3,75-150,0,1,81146,8444,5672,4478
13,3,75-150,0,2,81146,8444,3992,2478
13,3,150-500,0,0,172502,16711,23443,23315
13,3,150-500,0,1,172502,16711,22224,21215
13,3,150-500,0,2,172502,16711,21235,19215
13,3,500-inf,0,0,846190,77926,190908,176927
13,3,500-inf,0,1,846190,77926,190465,176806
13,3,500-inf,0,2,846190,77926,190465,176806
13,4,0-30,0,0,13014,2620,-51,-163
13,4,0-30,0,1,13014,2620,-4468,-4868
13,4,0-30,0,2,13014,2620,-6658,-6733
13,4,30-75,0,0,41020,4766,3100,2598
13,4,30-75,0,1,41020,4766,845,-235
13,4,30-75,0,2,41020,4766,-1939,-3482
13,4,75-150,0,0,81028,8213,8196,7444
13,4,75-150,0,1,81028,8213,6115,4741
13,4,75-150,0,2,81028,8213,4385,2741
13,4,150-500,0,0,168482,16484,23183,22928
13,4,150-500,0,1,168482,16484,21829,20737
13,4,150-500,0,2,168482,16484,20851,18737
13,4,500-inf,0,0,580286,55221,130077,112085
13,4,500-inf,0,1,580286,55221,129871,111806
13,4,500-inf,0,2,580286,55221,129871,111806
13,5,0-30,0,0,11457,996,-291,-336
13,5,0-30,0,1,11457,996,-4468,-4762
13,5,0-30,0,2,11457,996,-5669,-5744
13,5,30-75,0,0,42802,4476,3657,3112
13,5,30-75,0,1,42802,4476,1519,342
13,5,30-75,0,2,42802,4476,-973,-2567
13,5,75-150,0,0,87979,9372,11423,10132
13,5,75-150,0,1,87979,9372,8928,6549
13,5,75-150,0,2,87979,9372,7063,4549
13,5,150-500,0,0,200206,20662,31483,30842
13,5,150-500,0,1,200206,20662,30107,28447
13,5,150-500,0,2,200206,20662,29356,26447
13,5,500-inf,0,0,1068451,108024,245347,236633
13,5,500-inf,0,1,1068451,108024,244457,236395
13,5,500-inf,0,2,1068451,108024,244457,236395
13,6,0-30,0,0,11148,2676,-377,-378
13,6,0-30,0,1,11148,2676,-4468,-4692
13,6,0-30,0,2,11148,2676,-5414,-5489
13,6,30-75,0,0,41729,5474,3259,2684
13,6,30-75,0,1,41729,5474,957,-175
13,6,30-75,0,2,41729,5474,-1857,-3434
13,6,75-150,0,0,86353,9448,9137,8185
13,6,75-150,0,1,86353,9448,7057,5382
13,6,75-150,0,2,86353,9448,5311,3382
13,6,150-500,0,0,203362,19461,30736,30378
13,6,150-500,0,1,203362,19461,29578,28265
13,6,150-500,0,2,203362,19461,28627,26265
13,6,500-inf,0,0,904306,72871,219116,208576
13,6,500-inf,0,1,904306,72871,218785,208488
13,6,500-inf,0,2,904306,72871,218785,208488
13,7,0-30,0,0,11498,3465,-293,-347
13,7,0-30,0,1,11498,3465,-4468,-4792
13,7,0-30,0,2,11498,3465,-5778,-5853
13,7,30-75,0,0,41270,5499,2943,2476
13,7,30-75,0,1,41270,5499,681,-362
13,7,30-75,0,2,41270,5499,-2110,-3632
13,7,75-150,0,0,88915,9117,9075,8143
13,7,75-150,0,1,88915,9117,7196,5652
13,7,75-150,0,2,88915,9117,5498,3652
13,7,150-500,0,0,188262,17493,27682,27230
13,7,150-500,0,1,188262,17493,26505,25128
13,7,150-500,0,2,188262,17493,25529,23128
13,7,500-inf,0,0,768026,99654,186602,177060
13,7,500-inf,0,1,768026,99654,186293,176963
13,7,500-inf,0,2,768026,99654,186293,176963
13,8,0-30,0,0,12772,2474,-112,-220
13,8,0-30,0,1,12772,2474,-4468,-4868
13,8,0-30,0,2,12772,2474,-6497,-6572
13,8,30-75,0,0,38825,4695,2534,2103
13,8,30-75,0,1,38825,4695,-112,-1109
13,8,30-75,0,2,38825,4695,-3048,-4539
13,8,75-150,0,0,77228,7997,6998,6277
13,8,75-150,0,1,77228,7997,5113,3928
13,8,75-150,0,2,77228,7997,3437,1928
13,8,150-500,0,0,152839,15763,18290,18604
13,8,150-500,0,1,152839,15763,17086,16483
13,8,150-500,0,2,152839,15763,16049,14483
13,8,500-inf,0,0,591826,101003,130096,111291
13,8,500-inf,0,1,591826,101003,129976,111071
13,8,500-inf,0,2,591826,101003,129976,111071
13,9,0-30,0,0,11907,2678,-258,-338
13,9,0-30,0,1,11907,2678,-4468,-4852
13,9,0-30,0,2,11907,2678,-6001,-6076
13,9,30-75,0,0,38552,4838,2368,1963
13,9,30-75,0,1,38552,4838,-352,-1325
13,9,30-75,0,2,38552,4838,-3316,-4794
13,9,75-150,0,0,75682,8021,6590,5965
13,9,75-150,0,1,75682,8021,4721,3649
13,9,75-150,0,2,75682,8021,3042,1649
13,9,150-500,0,0,156086,16150,19102,19405
13,9,150-500,0,1,156086,16150,17893,17287
13,9,150-500,0,2,156086,16150,16858,15287
13,9,500-inf,0,0,662296,67570,132927,115403
13,9,500-inf,0,1,662296,67570,132772,115121
13,9,500-inf,0,2,662296,67570,132772,115121
13,10,0-30,0,0,12297,2649,-174,-284
13,10,0-30,0,1,12297,2649,-4468,-4868
13,10,0-30,0,2,12297,2649,-6221,-6296
13,10,30-75,0,0,39660,4985,2629,2200
13,10,30-75,0,1,39660,4985,111,-890
13,10,30-75,0,2,39660,4985,-2787,-4279
13,10,75-150,0,0,79623,8536,7206,6553
13,10,75-150,0,1,79623,8536,5350,4218
13,10,75-150,0,2,79623,8536,3677,2218
13,10,150-500,0,0,159149,16778,19714,20093
13,10,150-500,0,1,159149,16778,18512,17992
13,10,150-500,0,2,159149,16778,17477,15992
13,10,500-inf,0,0,749092,79078,153872,136038
13,10,500-inf,0,1,749092,79078,153746,135805
13,10,500-inf,0,2,749092,79078,153746,135805
13,11,0-30,0,0,11622,2226,-282,-339
13,11,0-30,0,1,11622,2226,-4468,-4791
13,11,0-30,0,2,11622,2226,-5776,-5851
13,11,30-75,0,0,41628,5028,3109,2580
13,11,30-75,0,1,41628,5028,843,-247
13,11,30-75,0,2,41628,5028,-1928,-3483
13,11,75-150,0,0,86229,8637,8845,7904
13,11,75-150,0,1,86229,8637,6882,5304
13,11,75-150,0,2,86229,8637,5167,3304
13,11,150-500,0,0,188632,18130,27147,26860
13,11,150-500,0,1,188632,18130,25899,24715
13,11,150-500,0,2,188632,18130,24963,22715
13,11,500-inf,0,0,1046723,98878,241326,232069
13,11,500-inf,0,1,1046723,98878,240916,231959
13,11,500-inf,0,2,1046723,98878,240916,231959
13,12,0-30,0,0,12498,2165,-151,-251
13,12,0-30,0,1,12498,2165,-4468,-4868
13,12,0-30,0,2,12498,2165,-6356,-6431
13,12,30-75,0,0,39539,4634,2668,2215
13,12,30-75,0,1,39539,4634,148,-870
13,12,30-75,0,2,39539,4634,-2747,-4254
13,12,75-150,0,0,80248,8088,7587,6773
13,12,75-150,0,1,80248,8088,5688,4372
13,12,75-150,0,2,80248,8088,4004,2372
13,12,150-500,0,0,159153,15967,20329,20386
13,12,150-500,0,1,159153,15967,19087,18245
13,12,150-500,0,2,159153,15967,18054,16245
13,12,500-inf,0,0,622361,92790,137615,120462
13,12,500-inf,0,1,622361,92790,137496,120244
13,12,500-inf,0,2,622361,92790,137496,120244
13,13,0-30,0,0,13257,2646,-4,-118
13,13,0-30,0,1,13257,2646,-4468,-4868
13,13,0-30,0,2,13257,2646,-6806,-6881
13,13,30-75,0,0,41765,4725,3188,2693
13,13,30-75,0,1,41765,4725,998,-83
13,13,30-75,0,2,41765,4725,-1659,-3201
13,13,75-150,0,0,83097,8198,8445,7749
13,13,75-150,0,1,83097,8198,6420,5093
13,13,75-150,0,2,83097,8198,4697,3093
13,13,150-500,0,0,170914,15614,24093,23526
13,13,150-500,0,1,170914,15614,22744,21345
13,13,150-500,0,2,170914,15614,21759,19345
13,13,500-inf,0,0,697708,70063,151899,136033
13,13,500-inf,0,1,697708,70063,151606,135787
13,13,500-inf,0,2,697708,70063,151606,135787
13,14,0-30,0,0,12622,2747,-151,-253
13,14,0-30,0,1,12622,2747,-4468,-4868
13,14,0-30,0,2,12622,2747,-6426,-6501
13,14,30-75,0,0,41058,4616,2722,2266
13,14,30-75,0,1,41058,4616,433,-580
13,14,30-75,0,2,41058,4616,-2372,-3891
13,14,75-150,0,0,82927,8002,7939,6982
13,14,75-150,0,1,82927,8002,6136,4709
13,14,75-150,0,2,82927,8002,4472,2709
13,14,150-500,0,0,159931,15256,20238,20178
13,14,150-500,0,1,159931,15256,19038,18078
13,14,150-500,0,2,159931,15256,18004,16078
13,14,500-inf,0,0,794464,151344,152010,138705
13,14,500-inf,0,1,794464,151344,151888,138484
13,14,500-inf,0,2,794464,151344,151888,138484
15,1,0-30,0,0,12217,2925,-186,-296
15,1,0-30,0,1,12217,2925,-4468,-4868
15,1,0-30,0,2,12217,2925,-6134,-6209
15,1,30-75,0,0,40022,4858,3006,2483
15,1,30-75,0,1,40022,4858,534,-550
15,1,30-75,0,2,40022,4858,-2338,-3879
15,1,75-150,0,0,79457,8646,7860,7110
15,1,75-150,0,1,79457,8646,5724,4405
15,1,75-150,0,2,79457,8646,3994,2405
15,1,150-500,0,0,159644,18517,20062,20479
15,1,150-500,0,1,159644,18517,18723,18282
15,1,150-500,0,2,159644,18517,17695,16282
15,1,500-inf,0,0,773642,114750,172274,157154
15,1,500-inf,0,1,773642,114750,172036,156735
15,1,500-inf,0,2,773642,114750,172036,156735
15,2,0-30,0,0,12146,2747,-206,-306
15,2,0-30,0,1,12146,2747,-4468,-4868
15,2,0-30,0,2,12146,2747,-6099,-6174
15,2,30-75,0,0,39416,4859,2784,2324
15,2,30-75,0,1,39416,4859,231,-805
15,2,30-75,0,2,39416,4859,-2675,-4180
15,2,75-150,0,0,77664,8422,7188,6578
15,2,75-150,0,1,77664,8422,5158,4044
15,2,75-150,0,2,77664,8422,3447,2044
15,2,150-500,0,0,151233,18220,17480,18220
15,2,150-500,0,1,151233,18220,16207,16043
15,2,150-500,0,2,151233,18220,15140,14043
15,2,500-inf,0,0,982139,133277,230086,218699
15,2,500-inf,0,1,982139,133277,229832,218271
15,2,500-inf,0,2,982139,133277,229832,218271
16,1,0-30,0,0,11842,3670,-276,-341
16,1,0-30,0,1,11842,3670,-4468,-4826
16,1,0-30,0,2,11842,3670,-5904,-5979
16,1,30-75,0,0,38573,6602,2212,1920
16,1,30-75,0,1,38573,6602,-513,-1403
16,1,30-75,0,2,38573,6602,-3488,-4887
16,1,75-150,0,0,77626,8304,6799,6104
16,1,75-150,0,1,77626,8304,4957,3814
16,1,75-150,0,2,77626,8304,3289,1814
16,1,150-500,0,0,155946,18078,18516,19303
16,1,150-500,0,1,155946,18078,17308,17184
16,1,150-500,0,2,155946,18078,16273,15184
16,1,500-inf,0,0,647647,95764,143338,126372
16,1,500-inf,0,1,647647,95764,143228,126150
16,1,500-inf,0,2,647647,95764,143228,126150
16,2,0-30,0,0,12362,3246,-202,-305
16,2,0-30,0,1,12362,3246,-4468,-4868
16,2,0-30,0,2,12362,3246,-6186,-6261
16,2,30-75,0,0,39679,4516,2490,2060
16,2,30-75,0,1,39679,4516,-94,-1086
16,2,30-75,0,2,39679,4516,-3012,-4510
16,2,75-150,0,0,78959,8141,7074,6345
16,2,75-150,0,1,78959,8141,5191,3991
16,2,75-150,0,2,78959,8141,3514,1991
16,2,150-500,0,0,160337,19758,18729,19877
16,2,150-500,0,1,160337,19758,17496,17741
16,2,150-500,0,2,160337,19758,16475,15741
16,2,500-inf,0,0,819730,133784,188083,173760
16,2,500-inf,0,1,819730,133784,187916,173461
16,2,500-inf,0,2,819730,133784,187916,173461
17,1,0-30,0,0,11352,4438,-282,-332
17,1,0-30,0,1,11352,4438,-4468,-4775
17,1,0-30,0,2,11352,4438,-5718,-5793
17,1,30-75,0,0,39151,6309,3102,2563
17,1,30-75,0,1,39151,6309,558,-550
17,1,30-75,0,2,39151,6309,-2334,-3880
17,1,75-150,0,0,81261,10038,8520,7646
17,1,75-150,0,1,81261,10038,6381,4863
17,1,75-150,0,2,81261,10038,4639,2863
17,1,150-500,0,0,170614,17358,24328,24082
17,1,150-500,0,1,170614,17358,23032,21903
17,1,150-500,0,2,170614,17358,22069,19903
17,1,500-inf,0,0,699794,90626,170755,158073
17,1,500-inf,0,1,699794,90626,170601,157830
17,1,500-inf,0,2,699794,90626,170601,157830
17,2,0-30,0,0,11804,5112,-212,-305
17,2,0-30,0,1,11804,5112,-4468,-4849
17,2,0-30,0,2,11804,5112,-5988,-6063
17,2,30-75,0,0,39727,5589,2994,2555
17,2,30-75,0,1,39727,5589,608,-453
17,2,30-75,0,2,39727,5589,-2255,-3764
17,2,75-150,0,0,78667,9653,8101,7249
17,2,75-150,0,1,78667,9653,5927,4495
17,2,75-150,0,2,78667,9653,4189,2495
17,2,150-500,0,0,151268,16174,19736,19682
17,2,150-500,0,1,151268,16174,18419,17451
17,2,150-500,0,2,151268,16174,17384,15451
17,2,500-inf,0,0,796500,118397,184381,170583
17,2,500-inf,0,1,796500,118397,184110,170109
17,2,500-inf,0,2,796500,118397,184110,170109
17,3,0-30,0,0,11099,5827,-357,-373
17,3,0-30,0,1,11099,5827,-4468,-4721
17,3,0-30,0,2,11099,5827,-5521,-5596
17,3,30-75,0,0,40090,7096,2947,2447
17,3,30-75,0,1,40090,7096,499,-569
17,3,30-75,0,2,40090,7096,-2369,-3900
17,3,75-150,0,0,82360,10457,8426,7483
17,3,75-150,0,1,82360,10457,6393,4853
17,3,75-150,0,2,82360,10457,4674,2853
17,3,150-500,0,0,176413,18247,25261,25145
17,3,150-500,0,1,176413,18247,24017,22998
17,3,150-500,0,2,176413,18247,23060,20998
17,3,500-inf,0,0,722702,67054,181418,170290
17,3,500-inf,0,1,722702,67054,180989,170174
17,3,500-inf,0,2,722702,67054,180989,170174
17,4,0-30,0,0,13888,4964,56,-52
17,4,0-30,0,1,13888,4964,-4468,-4868
17,4,0-30,0,2,13888,4964,-7144,-7219
17,4,30-75,0,0,42916,6247,3378,2761
17,4,30-75,0,1,42916,6247,1192,68
17,4,30-75,0,2,42916,6247,-1317,-2911
17,4,75-150,0,0,88578,9453,10301,8906
17,4,75-150,0,1,88578,9453,8179,6041
17,4,75-150,0,2,88578,9453,6423,4041
17,4,150-500,0,0,186342,15967,29351,27997
17,4,150-500,0,1,186342,15967,27926,25624
17,4,150-500,0,2,186342,15967,27049,23624
17,4,500-inf,0,0,725987,59489,183412,170636
17,4,500-inf,0,1,725987,59489,182664,170419
17,4,500-inf,0,2,725987,59489,182664,170419
17,5,0-30,0,0,11104,7889,-375,-378
17,5,0-30,0,1,11104,7889,-4468,-4695
17,5,0-30,0,2,11104,7889,-5425,-5500
17,5,30-75,0,0,43775,7100,3815,3112
17,5,30-75,0,1,43775,7100,1604,374
17,5,30-75,0,2,43775,7100,-790,-2447
17,5,75-150,0,0,88218,10141,10865,9502
17,5,75-150,0,1,88218,10141,8512,6232
17,5,75-150,0,2,88218,10141,6695,4232
17,5,150-500,0,0,207115,19070,33759,32630
17,5,150-500,0,1,207115,19070,32473,30340
17,5,150-500,0,2,207115,19070,31646,28340
17,5,500-inf,0,0,1259533,83086,316078,310786
17,5,500-inf,0,1,1259533,83086,315386,310600
17,5,500-inf,0,2,1259533,83086,315386,310600
17,6,0-30,0,0,10262,6539,-438,-438
17,6,0-30,0,1,10262,6539,-4301,-4382
17,6,0-30,0,2,10262,6539,-4889,-4964
17,6,30-75,0,0,40437,8372,2975,2489
17,6,30-75,0,1,40437,8372,478,-594
17,6,30-75,0,2,40437,8372,-2408,-3931
17,6,75-150,0,0,84784,12064,8300,7640
17,6,75-150,0,1,84784,12064,6309,5016
17,6,75-150,0,2,84784,12064,4591,3016
17,6,150-500,0,0,194294,20841,28465,28658
17,6,150-500,0,1,194294,20841,27318,26543
17,6,150-500,0,2,194294,20841,26356,24543
17,6,500-inf,0,0,953421,73250,244481,238181
17,6,500-inf,0,1,953421,73250,244171,238099
17,6,500-inf,0,2,953421,73250,244171,238099
17,7,0-30,0,0,12387,4585,-131,-253
17,7,0-30,0,1,12387,4585,-4468,-4868
17,7,0-30,0,2,12387,4585,-6241,-6316
17,7,30-75,0,0,43771,6171,3921,3199
17,7,30-75,0,1,43771,6171,1707,452
17,7,30-75,0,2,43771,6171,-644,-2317
17,7,75-150,0,0,90326,10521,12244,10759
17,7,75-150,0,1,90326,10521,9707,7065
17,7,75-150,0,2,90326,10521,7825,5065
17,7,150-500,0,0,205040,19358,34855,33308
17,7,150-500,0,1,205040,19358,33415,30748
17,7,150-500,0,2,205040,19358,32723,28748
17,7,500-inf,0,0,1871545,154050,459614,460801
17,7,500-inf,0,1,1871545,154050,458240,460429
17,7,500-inf,0,2,1871545,154050,458240,460429
17,8,0-30,0,0,12169,7455,-199,-301
17,8,0-30,0,1,12169,7455,-4468,-4868
17,8,0-30,0,2,12169,7455,-6124,-6199
17,8,30-75,0,0,42016,7293,3206,2651
17,8,30-75,0,1,42016,7293,974,-129
17,8,30-75,0,2,42016,7293,-1699,-3268
17,8,75-150,0,0,86849,10596,9221,8119
17,8,75-150,0,1,86849,10596,7242,5505
17,8,75-150,0,2,86849,10596,5525,3505
17,8,150-500,0,0,175724,17653,25975,25229
17,8,150-500,0,1,175724,17653,24683,23033
17,8,150-500,0,2,175724,17653,23741,21033
17,8,500-inf,0,0,1540486,80114,382063,382824
17,8,500-inf,0,1,1540486,80114,381352,382628
17,8,500-inf,0,2,1540486,80114,381352,382628
17,9,0-30,0,0,10582,5655,-421,-421
17,9,0-30,0,1,10582,5655,-4408,-4537
17,9,0-30,0,2,10582,5655,-5063,-5138
17,9,30-75,0,0,40815,7615,3139,2589
17,9,30-75,0,1,40815,7615,661,-452
17,9,30-75,0,2,40815,7615,-2210,-3764
17,9,75-150,0,0,82362,11213,8691,7822
17,9,75-150,0,1,82362,11213,6422,4834
17,9,75-150,0,2,82362,11213,4648,2834
17,9,150-500,0,0,188611,20790,27082,27210
17,9,150-500,0,1,188611,20790,25815,24994
17,9,150-500,0,2,188611,20790,24924,22994
17,9,500-inf,0,0,1222203,93214,303624,297574
17,9,500-inf,0,1,1222203,93214,303195,297460
17,9,500-inf,0,2,1222203,93214,303195,297460
17,10,0-30,0,0,11417,10206,-337,-361
17,10,0-30,0,1,11417,10206,-4468,-4737
17,10,0-30,0,2,11417,10206,-5577,-5652
17,10,30-75,0,0,40909,8379,2920,2443
17,10,30-75,0,1,40909,8379,509,-546
17,10,30-75,0,2,40909,8379,-2351,-3872
17,10,75-150,0,0,83366,12288,8170,7455
17,10,75-150,0,1,83366,12288,6122,4777
17,10,75-150,0,2,83366,12288,4396,2777
17,10,150-500,0,0,196108,49078,26600,28987
17,10,150-500,0,1,196108,49078,26524,26769
17,10,150-500,0,2,196108,49078,26467,24769
17,10,500-inf,0,0,1297830,97246,326469,325791
17,10,500-inf,0,1,1297830,97246,326100,325693
17,10,500-inf,0,2,1297830,97246,326100,325693
17,11,0-30,0,0,12054,5390,-200,-301
17,11,0-30,0,1,12054,5390,-4468,-4867
17,11,0-30,0,2,12054,5390,-6056,-6131
17,11,30-75,0,0,41534,7154,3143,2620
17,11,30-75,0,1,41534,7154,893,-198
17,11,30-75,0,2,41534,7154,-1857,-3410
17,11,75-150,0,0,86993,10762,8990,8029
17,11,75-150,0,1,86993,10762,7052,5470
17,11,75-150,0,2,86993,10762,5344,3470
17,11,150-500,0,0,182693,18189,27091,26625
17,11,150-500,0,1,182693,18189,25877,24479
17,11,150-500,0,2,182693,18189,24916,22479
17,11,500-inf,0,0,923595,64899,236815,227739
17,11,500-inf,0,1,923595,64899,236403,227627
17,11,500-inf,0,2,923595,64899,236403,227627
17,12,0-30,0,0,11450,3844,-300,-347
17,12,0-30,0,1,11450,3844,-4468,-4778
17,12,0-30,0,2,11450,3844,-5728,-5803
17,12,30-75,0,0,38484,5368,2623,2141
17,12,30-75,0,1,38484,5368,-119,-1152
17,12,30-75,0,2,38484,5368,-3078,-4590
17,12,75-150,0,0,78515,8870,7577,6503
17,12,75-150,0,1,78515,8870,5645,4114
17,12,75-150,0,2,78515,8870,3963,2114
17,12,150-500,0,0,152196,15652,20186,19727
17,12,150-500,0,1,152196,15652,18964,17550
17,12,150-500,0,2,152196,15652,17929,15550
17,12,500-inf,0,0,802301,72702,199613,186426
17,12,500-inf,0,1,802301,72702,199134,186198
17,12,500-inf,0,2,802301,72702,199134,186198
17,13,0-30,0,0,11572,3246,-273,-333
17,13,0-30,0,1,11572,3246,-4468,-4795
17,13,0-30,0,2,11572,3246,-5790,-5865
17,13,30-75,0,0,38127,6923,2670,2174
17,13,30-75,0,1,38127,6923,-139,-1184
17,13,30-75,0,2,38127,6923,-3117,-4629
17,13,75-150,0,0,76825,8981,7421,6345
17,13,75-150,0,1,76825,8981,5410,3886
17,13,75-150,0,2,76825,8981,3717,1886
17,13,150-500,0,0,153962,15840,20520,20045
17,13,150-500,0,1,153962,15840,19252,17821
17,13,150-500,0,2,153962,15840,18219,15821
17,13,500-inf,0,0,702132,88014,168653,153775
17,13,500-inf,0,1,702132,88014,168497,153503
17,13,500-inf,0,2,702132,88014,168497,153503
17,14,0-30,0,0,10622,6354,-402,-402
17,14,0-30,0,1,10622,6354,-4468,-4633
17,14,0-30,0,2,10622,6354,-5196,-5271
17,14,30-75,0,0,40100,8248,2854,2397
17,14,30-75,0,1,40100,8248,370,-672
17,14,30-75,0,2,40100,8248,-2515,-4022
17,14,75-150,0,0,86467,11927,8426,7703
17,14,75-150,0,1,86467,11927,6553,5250
17,14,75-150,0,2,86467,11927,4862,3250
17,14,150-500,0,0,185193,19152,27149,27100
17,14,150-500,0,1,185193,19152,25987,24991
17,14,150-500,0,2,185193,19152,25009,22991
17,14,500-inf,0,0,753391,56086,192014,180495
17,14,500-inf,0,1,753391,56086,191651,180397
17,14,500-inf,0,2,753391,56086,191651,180397
17,15,0-30,0,0,10930,21957,-388,-389
17,15,0-30,0,1,10930,21957,-4468,-4692
17,15,0-30,0,2,10930,21957,-5411,-5486
17,15,30-75,0,0,37999,5289,2435,1985
17,15,30-75,0,1,37999,5289,-412,-1416
17,15,30-75,0,2,37999,5289,-3408,-4904
17,15,75-150,0,0,76250,8633,7132,6037
17,15,75-150,0,1,76250,8633,5244,3730
17,15,75-150,0,2,76250,8633,3572,1730
17,15,150-500,0,0,141222,15310,17366,17021
17,15,150-500,0,1,141222,15310,16163,14825
17,15,150-500,0,2,141222,15310,14757,12825
